id,country,time,confirmed,deaths,recovered,netinfected,lat,lon,countrycode,first_confirmed,datelarger100,days_outbreak,days_larger_100,SP500,DAX30,NFLX,LHA.DE,GILD,MRNA,NCLH,searchindex,health_index,population,sars_time,sars_confirmed,sars_deaths,sars_recovered,sars_netinfected,confirmed_capita,deaths_capita,recovered_capita,netinfected_capita,sars_confirmed_capita,sars_deaths_capita,sars_recovered_capita,sars_netinfected_capita,lag_confirmed
1,Afghanistan,2020-01-22,0,0,0,0,33,65,AFG,2020-02-24,NA,0,NA,3321.75,13515.75,326,14.47,62.815033,21.969999,57.630001,4,32.3,34656032,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
2,Afghanistan,2020-01-23,0,0,0,0,33,65,AFG,2020-02-24,NA,0,NA,3325.540039,13388.419922,349.600006,14.405,63.350048,21.469999,58.220001,6,32.3,34656032,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
3,Afghanistan,2020-01-24,0,0,0,0,33,65,AFG,2020-02-24,NA,0,NA,3295.469971,13576.679688,353.160004,14.425,62.567341,21.120001,55.84,9,32.3,34656032,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
4,Afghanistan,2020-01-25,0,0,0,0,33,65,AFG,2020-02-24,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,11,32.3,34656032,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
5,Afghanistan,2020-01-26,0,0,0,0,33,65,AFG,2020-02-24,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,11,32.3,34656032,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
6,Afghanistan,2020-01-27,0,0,0,0,33,65,AFG,2020-02-24,NA,0,NA,3243.629883,13204.769531,342.880005,13.8,63.241065999999996,22.74,54.16,12,32.3,34656032,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
7,Afghanistan,2020-01-28,0,0,0,0,33,65,AFG,2020-02-24,NA,0,NA,3276.23999,13323.69043,348.519989,14,63.766174,22.360001,55,16,32.3,34656032,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
8,Afghanistan,2020-01-29,0,0,0,0,33,65,AFG,2020-02-24,NA,0,NA,3273.399902,13345,343.160004,14.17,63.70673,20.549999,56.02,15,32.3,34656032,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
9,Afghanistan,2020-01-30,0,0,0,0,33,65,AFG,2020-02-24,NA,0,NA,3283.659912,13157.120117,347.73999,14.03,63.439217,20.99,54.799999,17,32.3,34656032,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
10,Afghanistan,2020-01-31,0,0,0,0,33,65,AFG,2020-02-24,NA,0,NA,3225.52002,12981.969727,345.089996,13.83,62.616879,20.51,53.849998,18,32.3,34656032,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
11,Afghanistan,2020-02-01,0,0,0,0,33,65,AFG,2020-02-24,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,13,32.3,34656032,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
12,Afghanistan,2020-02-02,0,0,0,0,33,65,AFG,2020-02-24,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,11,32.3,34656032,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
13,Afghanistan,2020-02-03,0,0,0,0,33,65,AFG,2020-02-24,NA,0,NA,3248.919922,13045.19043,358,14.06,65.747719,20.379999,54.189999,9,32.3,34656032,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
14,Afghanistan,2020-02-04,0,0,0,0,33,65,AFG,2020-02-24,NA,0,NA,3297.590088,13281.740234,369.01001,14.52,66.77813,20.870001,54.75,8,32.3,34656032,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
15,Afghanistan,2020-02-05,0,0,0,0,33,65,AFG,2020-02-24,NA,0,NA,3334.689941,13478.330078,369.670013,15.035,65.262245,20.049999,55.110001,8,32.3,34656032,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
16,Afghanistan,2020-02-06,0,0,0,0,33,65,AFG,2020-02-24,NA,0,NA,3345.780029,13574.820313,366.950012,15,67.58065,19.879999,55.099998,8,32.3,34656032,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
17,Afghanistan,2020-02-07,0,0,0,0,33,65,AFG,2020-02-24,NA,0,NA,3327.709961,13513.80957,366.769989,14.69,68.234566,23.24,52.810001,8,32.3,34656032,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
18,Afghanistan,2020-02-08,0,0,0,0,33,65,AFG,2020-02-24,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,8,32.3,34656032,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
19,Afghanistan,2020-02-09,0,0,0,0,33,65,AFG,2020-02-24,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,7,32.3,34656032,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
20,Afghanistan,2020-02-10,0,0,0,0,33,65,AFG,2020-02-24,NA,0,NA,3352.090088,13494.030273,371.070007,14.49,68.353455,23.65,51,7,32.3,34656032,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
21,Afghanistan,2020-02-11,0,0,0,0,33,65,AFG,2020-02-24,NA,0,NA,3357.75,13627.839844,373.690002,15.055,67.134804,21.35,52.490002,7,32.3,34656032,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
22,Afghanistan,2020-02-12,0,0,0,0,33,65,AFG,2020-02-24,NA,0,NA,3379.449951,13749.780273,380.01001,15.37,66.332275,19.01,54.209999,7,32.3,34656032,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
23,Afghanistan,2020-02-13,0,0,0,0,33,65,AFG,2020-02-24,NA,0,NA,3373.939941,13745.429688,381.399994,15.21,66.183662,19.045,53.43,7,32.3,34656032,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
24,Afghanistan,2020-02-14,0,0,0,0,33,65,AFG,2020-02-24,NA,0,NA,3380.159912,13744.209961,380.399994,15.21,66.936646,19,52.459999,6,32.3,34656032,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
25,Afghanistan,2020-02-15,0,0,0,0,33,65,AFG,2020-02-24,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,5,32.3,34656032,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
26,Afghanistan,2020-02-16,0,0,0,0,33,65,AFG,2020-02-24,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,5,32.3,34656032,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
27,Afghanistan,2020-02-17,0,0,0,0,33,65,AFG,2020-02-24,NA,0,NA,NA,13783.889648,NA,15.3,NA,NA,NA,5,32.3,34656032,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
28,Afghanistan,2020-02-18,0,0,0,0,33,65,AFG,2020-02-24,NA,0,NA,3370.290039,13681.19043,387.779999,15.29,66.391724,18.91,51.689999,5,32.3,34656032,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
29,Afghanistan,2020-02-19,0,0,0,0,33,65,AFG,2020-02-24,NA,0,NA,3386.149902,13789,386.190002,15.4,66.728584,18.92,52.02,4,32.3,34656032,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
30,Afghanistan,2020-02-20,0,0,0,0,33,65,AFG,2020-02-24,NA,0,NA,3373.22998,13664,386,15.015,66.381813,18.540001,48.509998,4,32.3,34656032,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
31,Afghanistan,2020-02-21,0,0,0,0,33,65,AFG,2020-02-24,NA,0,NA,3337.75,13579.330078,380.070007,14.815,69.0569,18.23,46.970001,7,32.3,34656032,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
32,Afghanistan,2020-02-22,0,0,0,0,33,65,AFG,2020-02-24,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,12,32.3,34656032,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
33,Afghanistan,2020-02-23,0,0,0,0,33,65,AFG,2020-02-24,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,18,32.3,34656032,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
34,Afghanistan,2020-02-24,1,0,0,1,33,65,AFG,2020-02-24,NA,0,NA,3225.889893,13035.240234,368.700012,13.51,72.227379,18.59,42.580002,21,32.3,34656032,NA,0,0,0,0,2.8855005674048316e-8,0,0,2.8855005674048316e-8,0,0,0,0,0
35,Afghanistan,2020-02-25,1,0,0,1,33,65,AFG,2020-02-24,NA,1,NA,3128.209961,12790.490234,360.089996,13.3,69.453209,23.76,39.310001,26,32.3,34656032,NA,0,0,0,0,2.8855005674048316e-8,0,0,2.8855005674048316e-8,0,0,0,0,0
36,Afghanistan,2020-02-26,1,0,0,1,33,65,AFG,2020-02-24,NA,2,NA,3116.389893,12774.879883,379.23999,13.06,74.010765,29.16,36.209999,29,32.3,34656032,NA,0,0,0,0,2.8855005674048316e-8,0,0,2.8855005674048316e-8,0,0,0,0,0
37,Afghanistan,2020-02-27,1,0,0,1,33,65,AFG,2020-02-24,NA,3,NA,2978.76001,12367.459961,371.709991,12.27,71.989601,26.16,34.740002,30,32.3,34656032,NA,0,0,0,0,2.8855005674048316e-8,0,0,2.8855005674048316e-8,0,0,0,0,0
38,Afghanistan,2020-02-28,1,0,0,1,33,65,AFG,2020-02-24,NA,4,NA,2954.219971,11890.349609,369.029999,11.69,68.720039,25.93,37.259998,31,32.3,34656032,NA,0,0,0,0,2.8855005674048316e-8,0,0,2.8855005674048316e-8,0,0,0,0,0
39,Afghanistan,2020-02-29,1,0,0,1,33,65,AFG,2020-02-24,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,29,32.3,34656032,NA,0,0,0,0,2.8855005674048316e-8,0,0,2.8855005674048316e-8,0,0,0,0,0
40,Afghanistan,2020-03-01,1,0,0,1,33,65,AFG,2020-02-24,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,27,32.3,34656032,NA,0,0,0,0,2.8855005674048316e-8,0,0,2.8855005674048316e-8,0,0,0,0,0
41,Afghanistan,2020-03-02,1,0,0,1,33,65,AFG,2020-02-24,NA,7,NA,3090.22998,11857.870117,381.049988,10.93,74.704315,29.879999,35.59,32,32.3,34656032,NA,0,0,0,0,2.8855005674048316e-8,0,0,2.8855005674048316e-8,0,0,0,0,0
42,Afghanistan,2020-03-03,1,0,0,1,33,65,AFG,2020-02-24,NA,8,NA,3003.370117,11985.389648,368.769989,11.9,73.525291,27.91,33.619999,33,32.3,34656032,NA,0,0,0,0,2.8855005674048316e-8,0,0,2.8855005674048316e-8,0,0,0,0,0
43,Afghanistan,2020-03-04,1,0,0,1,33,65,AFG,2020-02-24,NA,9,NA,3130.120117,12127.69043,383.790009,11.945,75.308685,27.49,33,36,32.3,34656032,NA,0,0,0,0,2.8855005674048316e-8,0,0,2.8855005674048316e-8,0,0,0,0,0
44,Afghanistan,2020-03-05,1,0,0,1,33,65,AFG,2020-02-24,NA,10,NA,3023.939941,11944.719727,372.779999,11.5,75.427574,28.01,28.59,38,32.3,34656032,NA,0,0,0,0,2.8855005674048316e-8,0,0,2.8855005674048316e-8,0,0,0,0,0
45,Afghanistan,2020-03-06,1,0,0,1,33,65,AFG,2020-02-24,NA,11,NA,2972.370117,11541.870117,368.970001,11.475,79.479843,29.610001,27.1,38,32.3,34656032,NA,0,0,0,0,2.8855005674048316e-8,0,0,2.8855005674048316e-8,0,0,0,0,0
46,Afghanistan,2020-03-07,1,0,0,1,33,65,AFG,2020-02-24,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,36,32.3,34656032,NA,0,0,0,0,2.8855005674048316e-8,0,0,2.8855005674048316e-8,0,0,0,0,0
47,Afghanistan,2020-03-08,4,0,0,4,33,65,AFG,2020-02-24,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,40,32.3,34656032,NA,0,0,0,0,1.1542002269619326e-7,0,0,1.1542002269619326e-7,0,0,0,0,0
48,Afghanistan,2020-03-09,4,0,0,4,33,65,AFG,2020-02-24,NA,14,NA,2746.560059,10625.019531,346.48999,10.535,72.841652,24.290001,19.809999,49,32.3,34656032,NA,0,0,0,0,1.1542002269619326e-7,0,0,1.1542002269619326e-7,0,0,0,0,1
49,Afghanistan,2020-03-10,5,0,0,5,33,65,AFG,2020-02-24,NA,15,NA,2882.22998,10475.490234,364.130005,10.43,71.672546,22.34,20.5,57,32.3,34656032,NA,0,0,0,0,1.4427502837024158e-7,0,0,1.4427502837024158e-7,0,0,0,0,1
50,Afghanistan,2020-03-11,7,0,0,7,33,65,AFG,2020-02-24,NA,16,NA,2741.379883,10438.679688,349.920013,10.195,73.019997,23.610001,15.03,68,32.3,34656032,NA,0,0,0,0,2.019850397183382e-7,0,0,2.019850397183382e-7,0,0,0,0,1
51,Afghanistan,2020-03-12,7,0,0,7,33,65,AFG,2020-02-24,NA,17,NA,2480.639893,9161.129883,315.25,8.764,68.580002,22.299999,9.65,100,32.3,34656032,NA,0,0,0,0,2.019850397183382e-7,0,0,2.019850397183382e-7,0,0,0,0,1
52,Afghanistan,2020-03-13,7,0,0,7,33,65,AFG,2020-02-24,NA,18,NA,2711.02002,9232.080078,336.299988,9.4,70.75,21.299999,11.1,100,32.3,34656032,NA,0,0,0,0,2.019850397183382e-7,0,0,2.019850397183382e-7,0,0,0,0,1
53,Afghanistan,2020-03-14,11,0,0,11,33,65,AFG,2020-02-24,NA,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.3,34656032,NA,0,0,0,0,3.174050624145315e-7,0,0,3.174050624145315e-7,0,0,0,0,1
54,Afghanistan,2020-03-15,16,0,0,16,33,65,AFG,2020-02-24,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.3,34656032,NA,0,0,0,0,4.6168009078477306e-7,0,0,4.6168009078477306e-7,0,0,0,0,1
55,Albania,2020-01-22,0,0,0,0,41.1533,20.1683,ALB,2020-03-09,NA,0,NA,3321.75,13515.75,326,14.47,62.815033,21.969999,57.630001,4,52.9,2876101,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
56,Albania,2020-01-23,0,0,0,0,41.1533,20.1683,ALB,2020-03-09,NA,0,NA,3325.540039,13388.419922,349.600006,14.405,63.350048,21.469999,58.220001,6,52.9,2876101,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
57,Albania,2020-01-24,0,0,0,0,41.1533,20.1683,ALB,2020-03-09,NA,0,NA,3295.469971,13576.679688,353.160004,14.425,62.567341,21.120001,55.84,9,52.9,2876101,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
58,Albania,2020-01-25,0,0,0,0,41.1533,20.1683,ALB,2020-03-09,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,11,52.9,2876101,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
59,Albania,2020-01-26,0,0,0,0,41.1533,20.1683,ALB,2020-03-09,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,11,52.9,2876101,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
60,Albania,2020-01-27,0,0,0,0,41.1533,20.1683,ALB,2020-03-09,NA,0,NA,3243.629883,13204.769531,342.880005,13.8,63.241065999999996,22.74,54.16,12,52.9,2876101,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
61,Albania,2020-01-28,0,0,0,0,41.1533,20.1683,ALB,2020-03-09,NA,0,NA,3276.23999,13323.69043,348.519989,14,63.766174,22.360001,55,16,52.9,2876101,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
62,Albania,2020-01-29,0,0,0,0,41.1533,20.1683,ALB,2020-03-09,NA,0,NA,3273.399902,13345,343.160004,14.17,63.70673,20.549999,56.02,15,52.9,2876101,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
63,Albania,2020-01-30,0,0,0,0,41.1533,20.1683,ALB,2020-03-09,NA,0,NA,3283.659912,13157.120117,347.73999,14.03,63.439217,20.99,54.799999,17,52.9,2876101,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
64,Albania,2020-01-31,0,0,0,0,41.1533,20.1683,ALB,2020-03-09,NA,0,NA,3225.52002,12981.969727,345.089996,13.83,62.616879,20.51,53.849998,18,52.9,2876101,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
65,Albania,2020-02-01,0,0,0,0,41.1533,20.1683,ALB,2020-03-09,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,13,52.9,2876101,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
66,Albania,2020-02-02,0,0,0,0,41.1533,20.1683,ALB,2020-03-09,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,11,52.9,2876101,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
67,Albania,2020-02-03,0,0,0,0,41.1533,20.1683,ALB,2020-03-09,NA,0,NA,3248.919922,13045.19043,358,14.06,65.747719,20.379999,54.189999,9,52.9,2876101,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
68,Albania,2020-02-04,0,0,0,0,41.1533,20.1683,ALB,2020-03-09,NA,0,NA,3297.590088,13281.740234,369.01001,14.52,66.77813,20.870001,54.75,8,52.9,2876101,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA
69,Albania,2020-02-05,0,0,0,0,41.1533,20.1683,ALB,2020-03-09,NA,0,NA,3334.689941,13478.330078,369.670013,15.035,65.262245,20.049999,55.110001,8,52.9,2876101,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
70,Albania,2020-02-06,0,0,0,0,41.1533,20.1683,ALB,2020-03-09,NA,0,NA,3345.780029,13574.820313,366.950012,15,67.58065,19.879999,55.099998,8,52.9,2876101,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
71,Albania,2020-02-07,0,0,0,0,41.1533,20.1683,ALB,2020-03-09,NA,0,NA,3327.709961,13513.80957,366.769989,14.69,68.234566,23.24,52.810001,8,52.9,2876101,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
72,Albania,2020-02-08,0,0,0,0,41.1533,20.1683,ALB,2020-03-09,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,8,52.9,2876101,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
73,Albania,2020-02-09,0,0,0,0,41.1533,20.1683,ALB,2020-03-09,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,7,52.9,2876101,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
74,Albania,2020-02-10,0,0,0,0,41.1533,20.1683,ALB,2020-03-09,NA,0,NA,3352.090088,13494.030273,371.070007,14.49,68.353455,23.65,51,7,52.9,2876101,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
75,Albania,2020-02-11,0,0,0,0,41.1533,20.1683,ALB,2020-03-09,NA,0,NA,3357.75,13627.839844,373.690002,15.055,67.134804,21.35,52.490002,7,52.9,2876101,NA,0,0,0,0,0,0,0,0,0,0,0,0,0
